time,XLE,XLB,XLI,XLY,XLP,XLV,XLF,XTL,XLU,XLK,XLRE
2006-02-28,33.593649895,21.7359816881,23.5352061412,26.9475490969,15.4407666704,24.7136674807,19.1103551378,,18.4221978397,17.2596990364,
2006-03-01,34.164883147,22.0718886813,23.723545741,27.1488304616,15.4998261264,24.7364800968,19.209918741,,18.3712921656,17.6025013729,
2006-03-02,34.7361163989,22.2048518662,23.6583512642,26.9717028607,15.4145180232,24.6908548646,19.0927850901,,18.3599797936,17.6423621098,
2006-03-03,34.74253475,22.2118499285,23.7163019102,26.9556003515,15.4538909939,24.6072086054,19.0459316298,,18.2694808174,17.5387241941,
2006-03-06,33.5358847347,21.9109332471,23.5931567873,26.7865240052,15.4013936997,24.477937114,18.9873648044,,17.9753591448,17.4669748678,
2006-03-07,33.0416716965,21.7009913763,23.6076444488,26.6657551865,15.5063882882,24.4855413193,19.0517883123,,17.8905163546,17.3553648048,
2006-03-08,33.0416716965,21.5680281915,23.5786691258,26.714062714,15.6770044945,24.6528338377,19.0635016774,,17.8735477966,17.33942051,
2006-03-09,32.8041927041,21.5260398173,23.5496938028,26.6093964044,15.7032531416,24.5691875785,18.9463680266,,17.8226421225,17.2357825943,
2006-03-10,32.9839065362,21.9109332471,23.7959840486,26.8589852965,15.8476207008,24.660438043,19.1162118203,,17.9357658427,17.315504068,
2006-03-13,33.6321600019,21.9599196836,23.7814963871,26.8509340419,15.8607450243,24.6452296323,19.1220685029,,17.9583905868,17.3792812468,
2006-03-14,34.254740063,22.3658073004,24.0060551407,27.140779207,15.8213720536,24.820126356,19.3446224395,,18.1507009112,17.5785849309,
2006-03-15,34.4344538951,22.6317336701,24.3682466787,27.2937530441,15.7623125976,24.9037726152,19.3680491697,,18.2694808174,17.6822228466,
2006-03-16,34.870901773,22.6667239819,24.3827343402,27.3420605716,15.8148098919,24.9037726152,19.4324726776,,18.2242313293,17.5706127835,
2006-03-17,34.5380653376,22.637451087,24.5685096239,27.3958751573,15.80572786,24.9619752031,19.4892942117,,18.32173832,17.626417815,
2006-03-20,33.7719833665,22.5882239489,24.5248839779,27.3314521704,15.8980818625,25.0077489963,19.5010702203,,18.0538933119,17.6583064045,
2006-03-21,33.7140443939,22.2576988787,24.430361745,27.1784475767,15.792534431,24.8551696858,19.3067660786,,17.9171213928,17.5865570782,
2006-03-22,33.9393626207,22.4897696727,24.6121352699,27.2670291836,15.9376621493,25.1069255481,19.4598541902,,18.0026038422,17.5945292256,
2006-03-23,34.4415003833,22.5530617074,24.5103420959,27.2509234369,15.8189212889,24.9696041687,19.3656461215,,17.9798085224,17.5546684888,
2006-03-24,34.6732562737,22.5389968108,24.488529273,27.2106590701,15.8189212889,24.931459341,19.3597581172,,17.9456155426,17.6104735203,
2006-03-27,34.8535108551,22.6937106734,24.5103420959,27.2026061967,15.7661475732,24.7407352029,19.3479821086,,17.8259401135,17.6343899624,
2006-03-28,35.1238927273,22.5038345693,24.3358395121,27.0576544763,15.6408099983,24.5118662371,19.1890059927,,17.751855324,17.4350862784,
2006-03-29,35.5359031992,22.8835867776,24.5830515059,27.299240677,15.7529541442,24.5805269268,19.2773260571,,17.8601330932,17.6981671413,
